SMILES,C_log_index,DFT C NMR,ML C NMR,exp_result,DFT H NMR,H_log_index,ML H NMR,name,regio,predicted_y
c1cn(c(n1)N(=O)=O)C,2,124.3004,125.95,0,6.4524,11,7.08,comp160,2.3175,0
c1cccc(n1)OC,1,147.1657,146.6,0,7.93,9,7.95,comp70,15.0855,0
c1cccc(n1)OC,2,114.3075,116.36,1,6.5427,10,6.88,comp70,0.0,1
c1cccc(n1)OC,3,136.6412,138.64,0,7.2494,11,7.44,comp70,18.3314,0
c1cccc(n1)OC,4,109.9534,110.58,0,6.5587,12,6.82,comp70,0.9155,0
c1(=O)[nH]cc(cc1)c1ncccn1,4,136.7068,137.55,0,8.3371,15,8.6,comp84,34.7049,0
c1(=O)[nH]cc(cc1)c1ncccn1,6,138.7308,141.63,0,8.3129,16,7.9,comp84,35.7112,0
c1(=O)[nH]cc(cc1)c1ncccn1,7,120.5058,121.83,1,6.2795,17,6.49,comp84,0.0,1
c1(=O)[nH]cc(cc1)c1ncccn1,10,155.5885,156.74,0,8.2328,18,8.34,comp84,36.3227,0
c1(=O)[nH]cc(cc1)c1ncccn1,11,115.9273,118.72,0,6.5815,19,7.14,comp84,14.0348,0
c1(=O)[nH]cc(cc1)c1ncccn1,12,156.0785,155.97,0,8.3184,20,8.38,comp84,36.3653,0
c1ncc(n1C)c1cc(c(c(c1)OC)OC)OC,1,136.7188,140.15,0,6.9464,19,7.42,comp17,2.8727,0
c1ncc(n1C)c1cc(c(c(c1)OC)OC)OC,3,128.332,124.52,1,6.8415,20,7.3,comp17,0.0,1
c1ncc(n1C)c1cc(c(c(c1)OC)OC)OC,8,110.4863,110.46,0,6.3885,24,6.88,comp17,6.971,0
c1ncc(n1C)c1cc(c(c(c1)OC)OC)OC,12,102.3303,110.84,0,6.3331,25,6.81,comp17,6.1034,0
c1cn(c(n1)C(=O)C)C,1,128.2854,130.0,0,6.7816,10,7.21,comp161,0.0,1
c1cn(c(n1)C(=O)C)C,2,124.1274,126.55,1,6.4737,11,7.07,comp161,0.7614,1
c1cc(nnc1N)Cl,1,110.6445,113.04,1,6.1144,9,7.18,comp32,0.0,1
c1cc(nnc1N)Cl,2,126.3366,129.39,0,6.6756,10,7.29,comp32,39.1737,0
c1cc(nc2c1C(=O)CCN2)OC,1,138.7194,140.6,0,7.8629,14,8.05,comp71,39.8162,0
c1cc(nc2c1C(=O)CCN2)OC,2,101.4491,106.31,1,5.9783,15,6.54,comp71,0.0,1
[nH]1cccnc1=O,2,141.1646,141.63,0,6.9429,9,7.54,comp99,38.945,0
[nH]1cccnc1=O,3,99.0575,107.7,1,5.6003,10,6.36,comp99,0.0,1
[nH]1cccnc1=O,4,164.4402,157.43,0,8.2098,11,7.72,comp99,51.0422,0
n1(c(cnc1)c1cccnc1)C,3,130.0926,126.76,1,6.9535,13,7.2,comp125,0.0,1
n1(c(cnc1)c1cccnc1)C,5,137.7004,139.21,0,7.0262,14,7.39,comp125,3.1163,0
n1(c(cnc1)c1cccnc1)C,7,134.097,135.5,0,7.5143,15,7.35,comp125,19.5237,0
n1(c(cnc1)c1cccnc1)C,8,122.5248,123.16,0,7.064,16,7.27,comp125,14.7329,0
n1(c(cnc1)c1cccnc1)C,9,147.5952,148.72,0,8.3223,17,8.2,comp125,18.0672,0
n1(c(cnc1)c1cccnc1)C,11,147.3198,147.69,0,8.415,18,8.03,comp125,15.9754,0
o1cccn1,2,155.1749,155.93,0,7.9893,6,7.99,arr49,25.6612,0
o1cccn1,3,101.9007,106.31,1,6.0416,7,6.51,arr49,0.0,1
o1cccn1,4,146.0846,151.19,0,7.7731,8,7.27,arr49,35.0656,0
n1ccsc1c1nccs1,2,141.4362,145.72,0,7.4773,11,8.0,comp18,5.0499,0
n1ccsc1c1nccs1,3,121.4661,119.8,1,6.8858,12,6.74,comp18,0.0003,1
n1ccsc1c1nccs1,8,141.4363,145.72,0,7.4773,13,8.0,comp18,5.0499,0
n1ccsc1c1nccs1,9,121.46600000000001,119.8,1,6.8858,14,6.74,comp18,0.0,1
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,1,127.6632,125.74,0,7.7002,18,7.59,comp33,28.4193,0
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,2,126.7733,130.19,0,7.2707,19,7.5,comp33,23.5401,0
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,3,129.8795,132.02,0,7.3448,20,7.55,comp33,29.0216,0
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,4,129.5262,129.11,0,7.1421,21,7.57,comp33,30.3331,0
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,15,108.318,112.73,1,6.2694,22,7.32,comp33,0.0,1
c1cccc(c1C(F)(F)F)c1nnc(cc1)N,16,124.749,130.05,0,6.8367,23,7.59,comp33,39.3467,0
n1cnc(cc1)N(C)C,2,157.6263,159.17,0,8.3159,10,8.61,comp92,42.9503,0
n1cnc(cc1)N(C)C,5,100.1998,104.35,1,6.0106,11,6.56,comp92,0.0,1
n1cnc(cc1)N(C)C,6,155.1369,158.33,0,7.9477,12,8.17,comp92,38.9388,0
c1c(nn(c1c1cnc(cc1)N)C)C(F)(F)F,1,103.5247,105.41,0,6.2037,18,6.98,comp73,15.3766,0
c1c(nn(c1c1cnc(cc1)N)C)C(F)(F)F,7,148.1843,147.54,0,7.9008,19,7.65,comp73,33.3143,0
c1c(nn(c1c1cnc(cc1)N)C)C(F)(F)F,10,105.3249,109.82,1,6.2312,20,6.93,comp73,0.0,1
c1c(nn(c1c1cnc(cc1)N)C)C(F)(F)F,11,137.5222,137.88,0,7.2447,21,7.24,comp73,38.8434,0
[nH]1c(=O)nc(cc1)C(F)(F)F,6,96.4082,99.35,1,5.9075,13,6.71,comp100,0.0,1
[nH]1c(=O)nc(cc1)C(F)(F)F,7,143.368,144.08,0,7.0551,14,7.67,comp100,39.4483,0
n1ccc(nc1N)c1cnc(n1C(C)C)C,2,157.0383,156.73,0,7.8522,17,7.89,comp85,42.8779,0
n1ccc(nc1N)c1cnc(n1C(C)C)C,3,106.8188,108.24,1,6.5496,18,7.0,comp85,0.0,1
n1ccc(nc1N)c1cnc(n1C(C)C)C,9,133.1097,123.46,0,7.0743,21,7.36,comp85,12.5199,0
c1cnsc1,1,120.0492,125.34,1,6.9489,6,6.91,arr48,0.0,1
c1cnsc1,2,153.7372,157.38,0,8.1693,7,7.55,arr48,17.6989,0
c1cnsc1,5,147.4004,145.48,0,8.0803,8,6.68,arr48,11.5078,0
c1ccsc1,1,124.8477,127.93,0,6.9317,6,6.02,arr18,2.875,0
c1ccsc1,2,124.8494,127.93,0,6.9317,7,6.02,arr18,0.0,0
c1ccsc1,3,126.2976,127.21,1,6.9431,8,6.76,arr18,0.0,1
c1ccsc1,5,126.2969,127.21,1,6.9431,9,6.76,arr18,2.8755,1
n1ccc(n1c1c(cccc1)C)N,2,137.714,139.64,0,7.0174,14,7.48,comp3,27.6153,0
n1ccc(n1c1c(cccc1)C)N,3,87.3747,88.8,1,5.3459,15,6.35,comp3,0.0,1
n1ccc(n1c1c(cccc1)C)N,8,130.8833,130.7,0,7.1837,16,7.27,comp3,30.5361,0
n1ccc(n1c1c(cccc1)C)N,9,126.9763,128.8,0,7.0977,17,7.23,comp3,37.4871,0
n1ccc(n1c1c(cccc1)C)N,10,124.6249,126.79,0,7.0655,18,7.4,comp3,29.9429,0
n1ccc(n1c1c(cccc1)C)N,11,124.5435,123.59,0,7.3295,19,7.73,comp3,37.0877,0
c1(cc(ns1)c1ccc(cc1)OC)CO,2,114.9257,119.65,1,7.4576,16,7.05,comp13,7.6515,1
c1(cc(ns1)c1ccc(cc1)OC)CO,7,128.7319,127.93,0,8.3921,17,7.61,comp13,16.4718,0
c1(cc(ns1)c1ccc(cc1)OC)CO,8,107.7251,112.6,0,6.6074,18,6.86,comp13,0.0,0
c1(cc(ns1)c1ccc(cc1)OC)CO,10,116.4027,112.45,0,6.8218,19,6.88,comp13,0.868,0
c1(cc(ns1)c1ccc(cc1)OC)CO,11,126.8585,127.86,0,7.5293,20,7.99,comp13,13.8185,0
n1ccc[nH]1,2,137.7202,138.73,0,7.3247,6,7.7,comp1,9.6843,0
n1ccc[nH]1,3,104.3035,105.29,1,6.1552,7,6.71,comp1,0.0,1
n1ccc[nH]1,4,123.6558,128.38,0,7.0835,8,7.52,comp1,11.0524,0
c1ccns1,1,147.3993,145.48,0,8.0802,6,6.68,comp10,11.5078,0
c1ccns1,2,120.0446,125.34,1,6.9486,7,6.91,comp10,0.0,1
c1ccns1,3,153.7407,157.38,0,8.1693,8,7.55,comp10,17.6989,0
c1(ccno1)C,2,99.6679,102.48,1,5.6486,7,6.25,comp6,0.0,1
c1(ccno1)C,3,147.0607,151.27,0,7.5714,8,7.36,comp6,33.7774,0
c1cn(cn1)Cc1ccccc1,1,131.9527,129.68,1,6.9835,13,7.05,comp158,0.9733,1
c1cn(cn1)Cc1ccccc1,2,117.2145,119.01,1,6.5502,14,7.03,comp158,0.0,1
c1cn(cn1)Cc1ccccc1,4,136.1505,137.49,0,7.1509,15,7.34,comp158,4.9547,0
c1cn(cn1)Cc1ccccc1,8,124.6308,127.3,0,6.1739999999999995,18,7.26,comp158,14.1497,0
c1cn(cn1)Cc1ccccc1,9,128.9909,128.92,0,7.0716,19,7.34,comp158,12.232999999999999,0
c1cn(cn1)Cc1ccccc1,10,126.6982,128.22,0,7.0611,20,7.19,comp158,14.2334,0
c1cn(cn1)Cc1ccccc1,11,127.4679,128.92,0,7.1848,21,7.34,comp158,12.1961,0
c1cn(cn1)Cc1ccccc1,12,124.0263,127.3,0,7.0828,22,7.26,comp158,14.1494,0
n1cccnc1,2,155.6014,157.56,0,8.4197,7,8.03,comp88,16.9517,0
n1cccnc1,3,119.7534,120.8,1,6.9319,8,7.2,comp88,0.0,1
n1cccnc1,4,155.6101,157.56,0,8.4211,9,8.03,comp88,16.9526,0
n1cccnc1,6,159.4831,160.21,0,8.9301,10,8.68,comp88,19.7983,0
n1ccc(nc1)N,2,155.4751,156.59,0,7.9304,8,8.06,comp89,43.6402,0
n1ccc(nc1)N,3,101.3926,107.87,1,6.0238,9,6.94,comp89,0.0,1
n1ccc(nc1)N,6,158.6994,157.79,0,8.247,10,8.35,comp89,48.2811,0
c1(nc(ncc1)N)N,5,156.6742,155.85,0,7.5519,9,7.64,comp91,50.2132,0
c1(nc(ncc1)N)N,6,92.0368,101.99,1,5.4207,10,6.49,comp91,0.0,1
n1c(=O)cc([nH]c1)C,4,111.9173,107.51,1,5.5957,9,6.24,comp103,0.0,1
n1c(=O)cc([nH]c1)C,7,143.2079,150.02,0,7.3902,11,7.92,comp103,57.7572,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,1,141.2621,142.63,1,7.226,17,7.44,comp435,1.7583,1
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,2,112.662,111.41,0,6.3392,18,6.37,comp435,0.0,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,3,115.1208,108.42,0,7.1275,19,6.95,comp435,6.247000000000001,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,8,103.8876,106.44,0,7.4999,20,8.04,comp435,14.593,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,10,115.7785,114.61,0,7.7642,21,7.96,comp435,17.4557,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)OC,11,123.8725,125.57,0,7.8817,22,7.83,comp435,19.9057,0
c1(ccc2c(c1)[nH]nc2)C(=O)OC,2,120.9933,122.67,0,7.7427,14,8.0,comp365,12.7061,0
c1(ccc2c(c1)[nH]nc2)C(=O)OC,3,119.4725,120.61,0,7.5039,15,7.69,comp365,15.4244,0
c1(ccc2c(c1)[nH]nc2)C(=O)OC,6,111.5339,114.01,0,8.1726,16,8.13,comp365,13.2164,0
c1(ccc2c(c1)[nH]nc2)C(=O)OC,9,132.2634,132.84,1,7.6917,18,7.91,comp365,0.0,1
c1cc(c2n(c1)ccn2)OCc1ccccc1,1,111.4348,110.82,0,6.4161,18,6.94,comp184,17.9341,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,2,96.4299,110.17,0,6.0360000000000005,19,6.99,comp184,12.7113,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,6,116.3292,120.14,0,7.3796,20,7.72,comp184,13.3307,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,7,110.709,114.11,1,7.1631,21,7.3,comp184,0.0,1
c1cc(c2n(c1)ccn2)OCc1ccccc1,8,133.4934,130.95,0,7.3851,22,7.21,comp184,13.4802,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,13,125.7092,127.83,0,8.3448,25,7.32,comp184,21.1519,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,14,128.8929,128.24,0,7.3789,26,7.34,comp184,20.2446,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,15,126.0851,128.23,0,7.127999999999999,27,7.29,comp184,19.8106,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,16,126.7831,128.1,0,7.2075,28,7.36,comp184,20.8307,0
c1cc(c2n(c1)ccn2)OCc1ccccc1,17,122.7419,128.14,0,7.03,29,7.49,comp184,21.1553,0
c1(ccn2c(c1)ncc2)c1sccn1,2,109.9549,108.71,0,6.8821,15,7.15,comp187,18.6459,0
c1(ccn2c(c1)ncc2)c1sccn1,3,123.1845,126.74,0,7.6983,16,8.05,comp187,19.8885,0
c1(ccn2c(c1)ncc2)c1sccn1,6,116.5838,116.88,0,8.5828,17,8.53,comp187,20.3184,0
c1(ccn2c(c1)ncc2)c1sccn1,8,136.6477,132.48,0,7.4459,18,7.15,comp187,15.2304,0
c1(ccn2c(c1)ncc2)c1sccn1,9,110.1815,115.59,1,7.171,19,7.42,comp187,0.0,1
c1(ccn2c(c1)ncc2)c1sccn1,12,118.6365,119.39,0,6.8117,20,6.99,comp187,19.4017,0
c1(ccn2c(c1)ncc2)c1sccn1,13,142.3754,145.01,0,7.5458,21,7.7,comp187,24.3891,0
c1cn(c(n1)C)CCOC,1,128.63299999999998,126.5,0,6.6751,11,7.08,comp162,0.97,0
c1cn(c(n1)C)CCOC,2,116.6948,118.89,1,6.4806,12,6.94,comp162,0.0,1
c1cnc(cc1OC)N1C[C@H](N(CC1)C(=O)OC(C)(C)C)C,1,93.2286,103.26,1,5.7689,23,6.48,comp218,0.0,1
c1cnc(cc1OC)N1C[C@H](N(CC1)C(=O)OC(C)(C)C)C,2,149.1735,149.11,0,7.7541,24,8.05,comp218,31.5572,0
c1cnc(cc1OC)N1C[C@H](N(CC1)C(=O)OC(C)(C)C)C,5,93.2378,93.65,0,5.936,25,6.6,comp218,1.9013,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,2,156.9633,155.3,0,7.7403,29,8.0,comp98,43.3913,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,3,94.07799999999999,102.33,1,5.1862,30,6.52,comp98,0.0,1
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,9,115.6054,118.47,0,8.7566,32,7.69,comp98,11.8672,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,10,134.0757,133.48,0,7.4288,33,7.73,comp98,28.4028,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,12,132.6733,133.54,0,7.3119,34,7.73,comp98,29.1049,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,13,115.9443,118.47,0,6.504,35,7.56,comp98,11.9458,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,19,131.8739,131.33,0,6.9416,37,7.1,comp98,19.3078,0
n1ccc(nc1Nc1ccc(cc1)C#N)Nc1c(cc(cc1C)/C=C/C#N)C,21,121.7358,129.54,0,7.3645,38,7.18,comp98,19.404,0
c1ccc2c(c1)nc(n2S(=O)(=O)C1CCCC1)N,1,123.8413,121.38,0,7.0223,19,7.4,comp387,10.7884,0
c1ccc2c(c1)nc(n2S(=O)(=O)C1CCCC1)N,2,119.9017,120.32,1,6.8828,20,7.48,comp387,0.0718,1
c1ccc2c(c1)nc(n2S(=O)(=O)C1CCCC1)N,3,110.4745,111.68,0,7.4455,21,7.89,comp387,11.9376,0
c1ccc2c(c1)nc(n2S(=O)(=O)C1CCCC1)N,6,117.6037,115.38,0,7.1465,22,7.86,comp387,0.0,0
c1nc(c2c(c1)nc(nc2)SC)C(F)F,1,148.7606,152.5,0,8.3462,16,8.46,comp396,6.7204,0
c1nc(c2c(c1)nc(nc2)SC)C(F)F,6,122.7447,123.08,1,7.3611,17,8.03,comp396,0.0,1
c1nc(c2c(c1)nc(nc2)SC)C(F)F,10,157.8953,156.25,0,9.4988,18,8.83,comp396,19.8817,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,1,144.7115,143.22,1,7.3988,19,7.46,comp434,3.3139999999999996,1
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,2,112.3305,112.23,0,6.3484,20,6.47,comp434,0.0,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,3,112.73899999999999,110.42,0,6.5331,21,6.89,comp434,8.847999999999999,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,8,123.6939,118.58,0,8.5215,22,8.45,comp434,35.5622,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,10,125.9199,124.34,0,8.1772,23,8.33,comp434,32.4229,0
c1ccc(o1)c1c(cc(cc1)N(=O)=O)C(F)(F)F,11,128.2011,127.09,0,7.3837,24,7.81,comp434,18.4188,0
c1c(cc(nc1n1cccn1)n1cccn1)N,1,92.9901,93.44,1,7.095,18,7.63,comp216,0.0,1
c1c(cc(nc1n1cccn1)n1cccn1)N,3,92.4799,93.44,1,5.9884,19,7.63,comp216,0.0,1
c1c(cc(nc1n1cccn1)n1cccn1)N,8,127.0291,128.78,0,8.5277,20,8.12,comp216,15.0725,0
c1c(cc(nc1n1cccn1)n1cccn1)N,9,106.7624,107.98,1,6.1325,21,6.72,comp216,2.0206,1
c1c(cc(nc1n1cccn1)n1cccn1)N,10,140.0635,141.37,0,7.2738,22,7.52,comp216,13.9474,0
c1c(cc(nc1n1cccn1)n1cccn1)N,13,124.7159,128.78,0,7.4088,23,8.12,comp216,15.0725,0
c1c(cc(nc1n1cccn1)n1cccn1)N,14,107.3087,107.98,1,6.2135,24,6.72,comp216,2.0206,1
c1c(cc(nc1n1cccn1)n1cccn1)N,15,139.88,141.37,0,7.3777,25,7.52,comp216,13.9474,0
c1(ccc([nH]c1=O)C(F)F)C(=O)OC,2,146.4315,146.69,0,8.2651,15,7.85,comp398,39.5339,0
c1(ccc([nH]c1=O)C(F)F)C(=O)OC,3,98.7095,101.16,1,5.9984,16,6.78,comp398,0.0,1
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,1,119.4268,121.03,0,7.5313,20,7.58,comp217,23.819000000000003,0
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,2,135.7063,135.66,0,7.9062,21,7.51,comp217,27.5832,0
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,4,148.9693,149.37,0,8.436,22,8.18,comp217,26.8185,0
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,14,98.3117,106.02,0,5.9663,26,7.01,comp217,0.0,1
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,15,139.0658,139.89,0,7.1771,27,7.5,comp217,30.5898,0
c1cc(cnc1C(F)(F)F)CNc1cccc(n1)Cl,16,113.0072,113.28,1,6.4626,28,6.82,comp217,1.9356,1
c1cc(c(nc1)OC)N,1,115.8076,117.27,0,6.4516,10,6.93,comp239,16.149,0
c1cc(c(nc1)OC)N,2,116.6505,120.79,0,6.5366,11,7.14,comp239,0.0,1
c1cc(c(nc1)OC)N,6,134.2952,134.78,1,7.2992,12,7.67,comp239,1.3874,1
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)O)OC(F)(F)F,2,124.226,124.44,0,7.6233,23,7.57,comp577,35.0953,0
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)O)OC(F)(F)F,4,126.4882,127.66,0,7.3266,24,7.51,comp577,33.2483,0
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)O)OC(F)(F)F,5,113.1799,117.09,1,6.5111,25,7.16,comp577,0.0,1
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,7,100.5246,93.7,0,6.4427,20,6.74,comp456,0.0,0
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,9,138.083,140.56,1,7.2063,21,7.71,comp456,0.8891,1
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,12,125.5452,129.01,0,7.3099,22,7.54,comp456,16.3522,0
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,13,126.7851,127.65,0,7.1788,23,7.31,comp456,16.3092,0
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,14,127.1468,127.83,0,7.1289,24,7.22,comp456,15.9239,0
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,15,127.8233,127.95,0,7.2955,25,7.33,comp456,16.3567,0
c1([nH]c(=O)c2c(c1)occ2c1ccccc1)SC,16,132.3908,127.74,0,8.2362,26,7.47,comp456,16.3522,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,2,112.4298,112.29,0,6.4597,20,7.01,comp580,4.5091,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,3,129.4747,128.45,0,8.0862,21,8.07,comp580,31.5261,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,6,108.9888,108.31,1,6.546,22,7.42,comp580,0.0,1
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,8,144.9617,148.12,0,7.5267,23,8.24,comp580,50.8737,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,14,130.1579,128.27,0,7.8842,26,7.41,comp580,23.478,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,15,129.0382,129.19,0,7.1355,27,7.31,comp580,21.2874,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,16,127.4693,128.68,0,7.1205,28,7.32,comp580,23.1407,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,17,127.3534,128.83,0,7.1551,29,7.4,comp580,21.0655,0
c1(ccc2c(c1)ncn(c2=O)Cc1ccccc1)N,18,126.6562,128.08,0,7.1397,30,7.39,comp580,23.8833,0
c1cc(ccc1N)CCO,1,114.0195,114.78,1,6.4708,11,6.89,comp540,0.2945,1
c1cc(ccc1N)CCO,2,129.2263,129.81,0,6.8418,12,7.11,comp540,24.3901,0
c1cc(ccc1N)CCO,4,130.4095,129.87,0,6.895,13,7.01,comp540,24.3192,0
c1cc(ccc1N)CCO,5,112.0251,114.5,1,6.4217,14,6.82,comp540,0.0,1
c1(ccc(cc1N)C)OC(F)(F)F,2,113.4571,121.75,0,6.8103,14,7.02,comp554,25.7106,0
c1(ccc(cc1N)C)OC(F)(F)F,3,116.4484,117.73,1,6.2478,15,6.75,comp554,0.5523,1
c1(ccc(cc1N)C)OC(F)(F)F,5,113.8944,115.57,0,6.4267,16,7.07,comp554,0.0,1
COc1ccc2ccccc2c1,4,108.8205,112.4,0,6.8951,16,7.01,arr63,8.1253,0
COc1ccc2ccccc2c1,5,128.9933,129.43,0,7.6209,17,7.73,arr63,11.0286,0
COc1ccc2ccccc2c1,7,127.4342,127.77,0,7.558,18,7.7,arr63,8.068999999999999,0
COc1ccc2ccccc2c1,8,122.1097,123.94,0,7.0971,19,7.33,arr63,7.9124,0
COc1ccc2ccccc2c1,9,125.6953,126.54,0,7.2231,20,7.4,arr63,10.9955,0
COc1ccc2ccccc2c1,10,126.1834,126.39,0,7.5517,21,7.73,arr63,5.7167,0
COc1ccc2ccccc2c1,12,111.9957,107.89,1,7.2367,22,7.17,arr63,0.0,1
Cc1ccc(C)c(C)c1,3,125.7091,126.9,1,6.7459,13,6.91,arr31,0.0,1
Cc1ccc(C)c(C)c1,4,128.13,129.56,0,6.8453,14,6.95,arr31,1.7819,0
Cc1ccc(C)c(C)c1,9,128.9279,130.18,0,6.904,21,7.0,arr31,0.5443,0
c1cc(ccc1OC)c1nccs1,1,116.7979,112.29,0,6.7649,14,6.96,comp19,1.5695,0
c1cc(ccc1OC)c1nccs1,2,127.0185,128.73,0,7.5284,15,8.33,comp19,13.3927,0
c1cc(ccc1OC)c1nccs1,4,127.60700000000001,128.59,0,8.346,16,7.46,comp19,13.5402,0
c1cc(ccc1OC)c1nccs1,5,107.2359,113.97,0,6.5465,17,6.88,comp19,0.0,1
c1cc(ccc1OC)c1nccs1,11,141.3392,143.45,1,7.3964,21,7.76,comp19,8.5755,1
c1cc(ccc1OC)c1nccs1,12,117.1059,119.72,0,6.6888,22,7.02,comp19,1.0799,0
COc1cccnc1,4,123.0142,120.5,0,7.0096,12,6.92,arr67,2.399,0
COc1cccnc1,5,122.2368,123.26,0,6.9076,13,7.12,arr67,5.7286,0
COc1cccnc1,6,141.7032,141.44,0,8.037,14,7.88,arr67,1.5256,0
COc1cccnc1,8,130.4293,135.74,1,7.9087,15,7.82,arr67,0.0,1
c1cn(c(n1)C1CC1)C,1,127.4385,127.82,1,6.5697,10,7.14,comp159,0.0,1
c1cn(c(n1)C1CC1)C,2,116.7899,122.53,1,6.2403,11,7.04,comp159,0.0623,1
COc1ccncc1,4,102.8613,108.17,1,6.3433,12,6.64,arr66,0.0,1
COc1ccncc1,5,150.8786,151.1,0,8.2242,13,8.09,arr66,18.3064,0
COc1ccncc1,7,150.1806,151.5,0,8.1375,14,8.03,arr66,17.8218,0
COc1ccncc1,8,111.8327,110.43,1,6.6567,15,6.8,arr66,0.986,1
COc1cccs1,4,97.0647,108.73,0,5.7629,11,5.63,arr26,2.824,0
COc1cccs1,5,122.555,125.06,0,6.4141,12,6.34,arr26,11.5282,0
COc1cccs1,6,112.9605,114.26,1,6.1389,13,6.2,arr26,0.0,1
COc1ccc[nH]1,4,81.0604,96.12,0,5.0245,11,6.21,arr25,0.0,0
COc1ccc[nH]1,5,107.3416,108.19,0,5.849,12,6.38,arr25,3.3837,0
COc1ccc[nH]1,6,106.1795,112.98,1,5.9964,13,6.88,arr25,1.7109,1
COc1occc1,5,128.8792,133.69,1,6.5578,11,6.94,arr24,0.0,1
COc1occc1,6,112.8619,111.61,0,6.09,12,6.35,arr24,12.7299,0
COc1occc1,7,79.9909,84.69,0,5.0086,13,5.62,arr24,2.5849,0
COc1cocc1,4,124.0374,123.37,1,6.9495,11,7.07,arr23,0.0,1
COc1cocc1,6,139.2401,143.38,0,6.8923,12,7.03,arr23,9.3965,0
COc1cocc1,7,98.6372,98.24,0,6.0014,13,6.17,arr23,10.2352,0
Cc1ccc(F)cc1,3,129.328,131.34,1,6.9685,12,7.12,arr28,0.7294,1
Cc1ccc(F)cc1,4,114.7285,114.99,1,6.7715,13,6.92,arr28,0.0,1
Cc1ccc(F)cc1,7,114.7283,114.99,1,6.7715,14,6.92,arr28,0.1504,1
Cc1ccc(F)cc1,8,129.328,131.34,1,6.9685,15,7.12,arr28,0.7292,1
c1cc[nH]c1,1,108.5914,108.64,0,6.1462,6,6.62,arr16,0.0,0
c1cc[nH]c1,2,108.5886,108.64,0,6.1473,7,6.62,arr16,1.1854,0
c1cc[nH]c1,3,114.8512,120.84,1,6.4704,8,7.33,arr16,1.2076,1
